city,county,exteriorConstruction,floorSizeValue,hvacTypes,lotSizeValue,lotSizeUnit,mostRecentPricePerSquareFoot,mostRecentStatus,mlsNumber,neighborhoods,numBathroom,numBedroom,numFloor,numParkingSpaces,parkingTypes,prices,propertyType,province,sewerType,yearBuilt,parkingTypes_cleaned,lotSizeUnit_encoded
Fort Myers,Lee County,"Stucco,Concrete Block,Concrete Block,,Block, Stucco,Concrete Block, Stucco,Block,Concrete,Block,,Block, Concrete, Stucco",2770.0," CeilingFan(s), Central Air,Central Electric,Heating-Electric Heating,Cooling-Electric, Ceiling Fan(s),Yes,Electric,CentralAir,CeilingFans,Cooling Y N: Yes,Central,Central Air,Cooling-Central Air, Electric,Has Cooling,Central Furnace,Ceiling Fan(s), Central Air,Ceiling Fan(s),Central A/C,Heating-Electric Heating Central,Heating: Central, Electric,Heating Yn: Yes,Has Heating,CentralAir, CeilingFans, Electric,Cooling: Central Air, Ceiling Fan(s), Electric",0.38,Acres,232.09,Off Market,225032254,"Fort Myers Outlying,COCO BAY,Iona,Fort Myers,Coco Bay",3.0,4.0,1.0,2.0,"Driveway,Carport,Street,Attached Garage",825493.9891451831,Single Family Dwelling,FL,Public,2005.0,"attached garage, carport, driveway, street",0
Cape Coral,Lee County,"Stucco,Block, Stucco,Concrete Block, Stucco,Concrete",1683.0,"Central Electric,CentralAir, Electric,Electric,Heating-Electric Heating Central,Central,Central Air,Cooling-Central Air, Electric",0.23,Acres,204.99,For Sale,225024779,"CAPE CORAL,Cape Coral,Mariner",3.0,4.0,1.0,2.0,Attached Garage,359000.0,Single Family Dwelling,FL,Septic,2025.0,attached garage,0
St. Marys,Camden,Vinyl,1740.0,"Cooling-Central Air, Electric, Ceiling Fan(s),Cooling: Electric, Ceiling Fan(s), Central Air,Ceiling Fan(s),Electric,Heating: Electric, Central,Heating-Electric Heating Central,Central,Central Air",0.2,Acres,197.49,Pending,10450113,"Hayden Pointe,Saint Marys",2.0,4.0,1.0,20.317147192716238,Attached Garage,343640.0,Single Family Dwelling,GA,Public,2025.0,attached garage,0
Covington,Newton,"Wood,Brick",1558.0,"Cooling-Central Air,Heat Pump,Cooling-Central Air, Heat Pump,Electric,Heating-Central,Central,Central Air,Heating-Heat Pump",0.31,Acres,151.8,For Sale,10434890,"Green Acres,Petty St/Puckett St Green Acres",2.5,3.0,2.0,1.0,Attached Garage,309000.0,Single Family Dwelling,GA,Public,2024.0,attached garage,0
Kalamazoo,Kalamazoo,"Vinyl,Block, Vinyl Siding",2890.0,"FORCED AIR,Cooling: Yes,Cooling: Central Air,Heating-Forced Air,Ceiling Fan(s),Forced Air,Heating: Forced Air,Heating: Yes,Central Air,Natural Gas,HVACCooling",0.85,Acres,188.89,Sold,24061497,"South Side,Greater Kalamazoo - K,Southside,Michigan",2.5,2.0,3.0,2.0,"Street,Attached Garage",360000.0,Condo,MI,Public,2009.0,"attached garage, street",0
Bonita Springs,Lee County,"Stucco,Concrete Block,STUCCO,Block, Stucco,Concrete Block, Stucco,Concrete",1641.0,"FORCED AIR,Central Electric,CENTRAL,CentralAir,CeilingFans,Electric,Central,Central Air,Cooling-Central Air, Electric,Has Cooling,Ceiling Fan(s),Heating-Electric Heating Central,Has Heating,ELECTRIC",0.16,Acres,465.57,For Sale,225020027,"Bonita National Golf And Country Club,BONITA NATIONAL GOLF AND COUNTRY CLUB,Bonita Springs",2.0,3.0,1.0,2.0,"Carport,Attached Garage",784900.0,Single Family Dwelling,FL,Public,2018.0,"attached garage, carport",0
WINNETKA,Lee County,Brick,3359.0,"Heating: Central Duct,Cooling: Cooling (Central)",11091.0,Square Feet,232.87,Pending,11376714,Illinois,2.5,6.0,2.0,2.0,Attached Garage,825493.9891451831,Single Family Dwelling,IL,Public,1937.0,attached garage,1
Richmond,Richmond City,"Brick, Plaster,Brick, Drywall, Plaster,Brick,Brick; Drywall; Plaster,Plaster",1796.0,"Has Cooling,NaturalGas,Cooling-Central Air,Radiant,CentralAir,Heating-Gas Heat Radiators,Central Air,Natural Gas,Radiators",4199.0,Square Feet,431.46,For Sale,2518040,"10 - Richmond,The Museum District,None,Virginia",3.0,4.0,2.0,3.0,"Street,Detached Garage",17000.0,Single Family Dwelling,VA,Public,1929.0,"detached garage, street",1
Henrico,Henrico,"Frame,Brick, Frame, Shingle Siding,Brick, Frame, ShingleSiding,Brick,Combination,Brick; Frame; Shingle Siding,Mat/raft Foundation (slab),Shingle",1280.0,"Has Cooling,Cooling-Electric, Heat Pump,Heat Pump,Electric,Heating-Electric Heating Heat Pump,HVACCooling",1607.0,Square Feet,206.95,For Sale,2518369,Heritage Hill Raintree,2.0,3.0,2.0,20.317147192716238,Attached Garage,264900.0,Single Family Dwelling,VA,Public,1978.0,attached garage,1
Hodgenville,Larue,"Wood,Brick",1602.0,"Heat Pump,Ceiling Fan(s),Cooling-Central Air, Ceiling Fan(s),Electric,Central,Heating: Central, Heat Pump,Propane / Butane,Central Air,Heating-Electric Heating Heat Pump, Central",23958.0,Square Feet,180.96,For Sale,HK25000468,"Hodgenville,Hillcrest",2.0,3.0,1.6356687898089173,2.0,Attached Garage,324500.0,Single Family Dwelling,KY,Septic,1999.0,attached garage,1
Bellmore,Nassau County,Other,2907.0,"Ductwork,Baseboard,Heating-Gas Heat, Other Other, Baseboard,Central Air, Ductwork, ENERGY STAR Qualified Equipment,Central Air,ENERGY STAR Qualified Equipment,Natural Gas,Other,Cooling-Central Air, A/C - Other",5663.0,Square Feet,447.2,For Sale,888538,New York,3.0,4.0,2.0,2.0,Attached Garage,740000.0,Single Family Dwelling,NY,Public,1972.0,attached garage,1
Aylett,King William,"Frame, Vinyl Siding,Frame,Vinyl,Drywall, Frame, VinylSiding,Drywall; Frame; Vinyl Siding,Frame,Vinyl Siding,Drywall, Frame, Vinyl Siding",1536.0,"HeatPump,Electric,CentralAir,Heating-Electric Heating Heat Pump,Central Air,Cooling-Central Air, Electric, Heat Pump,Cooling-Central Air, Electric,Central Air, Electric,Heating-Electric Heating Forced Air,Air Conditioning,Heating,Heat Pump,Contact Manager,Forced Air,ForcedAir",2518.0,Square Feet,191.41,Rental,2517742,"King William County,Kennington",3.0,2.0,2.0,2.0,Attached Garage,279000.0,Single Family Dwelling,VA,Public,2021.0,attached garage,1
LARGO,Pinellas County,"STUCCO,CONCRETE BLOCKS,FOOTING,Cb Stucco/Cb Reclad",1854.0,"Heating: Central Duct,FORCED AIR,Cooling: Cooling (Central),CENTRAL,Electric,Central,Central Air",82110.18,Square Feet,187.04,Off Market,U7414372,Illinois,2.0,4.0,1.0,2.0,Attached Garage,346764.0,Single Family Dwelling,FL,Public,1963.0,attached garage,1
Delray Beach,Palm Beach,"CBS, Concrete,Block",1175.0,"Heating-Electric Heating,Ceiling Fan(s),Electric,Central Individual,Heating-Electric Heating Central,Central,Cooling-Ceiling Fan(s),Central Air,Cooling-Central Air, Electric",3315.0,Square Feet,273.84,Sold,R11073412,"WATERWAYS AT DELRAY PH 4,Palm Beach,Waterways At Delray,Florida",2.0,2.0,1.0,2.0,"RV Parking,Attached Garage",425000.0,Townhouse,FL,Public,1995.0,"attached garage, rv parking",1
Glen Allen,Henrico,"Frame, Vinyl Siding,Frame,Vinyl,Drywall, Frame, VinylSiding,Frame,Vinyl Siding,Drywall, Frame, Vinyl Siding",1664.0,"HeatPump,Air Conditioning,Heat Pump,Heating,Electric,CentralAir,Forced Air,Heating-Electric Heating Heat Pump,Central Air,Cooling-Central Air, Electric, Heat Pump",21344.0,Square Feet,240.38,Pending,2518223,"Laurel Lakes,Glen Allen,Virginia",3.0,3.0,2.0,20.317147192716238,"Driveway,Street",400000.0,Single Family Dwelling,VA,Public,1985.0,"driveway, street",1
Mechanicsville,Hanover,"Frame,Vinyl,Brick, Drywall, Frame, Stone, VinylSiding,Brick,Brick; Drywall; Frame; Stone; Vinyl Siding,Brick, Frame, Stone, Vinyl Siding,Stone",2636.0,"Zoned,Has Cooling,NaturalGas,Heating-Gas Heat Zone,Cooling-A/C - Zone, Ceiling Fan(s),Ceiling Fan(s),Natural Gas",8146.0,Square Feet,134.67,Pending,2518170,"Mechanicsville,Cool Spring West,Virginia",3.0,4.0,2.0,2.0,"Street,Attached Garage",354980.0,Single Family Dwelling,VA,Public,2015.0,"attached garage, street",1
West Mifflin,Lee County,Brick,714.0,"Heating: Central Duct,Cooling: Cooling (Central)",5720.0,Square Feet,55.88,Pending,72016,Pennsylvania,2.0,2.0,1.0,3.0,Attached Garage,39900.0,Single Family Dwelling,PA,Public,1975.0,attached garage,1
Philadelphia,philadelphia,Brick,1254.0,"Wall,Air Conditioning,Forced Air,Heating and Cooling",2005.0,Square Feet,211.32,Off Market,PAPH2096606,"Mayfair,PHILADELPHIA,Philadelphia,Pennsylvania",2.0,2.0,2.0,200.0,"Driveway,Attached Garage",249900.0,Multi-Family Dwelling,PA,Public,1945.0,"attached garage, driveway",1
Yukon,Cleveland,"Masonry Vaneer,Brick,Frame,Brick and Frame",2153.0,"Central Electric,Cooling-Central Air,Heating-Gas Heat, Electric Heating Central,Heating-Electric Heating Central,Central,Central Elec,Central Air",0.56,Acres,185,Sold,1159765,"Yukon,Oklahoma,Morgan Crossing Sec 1",2.5,3.0,1.0,3.0,Attached Garage,398625.0,Single Family Dwelling,OK,Public,2020.0,attached garage,0
Glencoe,cook,Brick,2410.0,"Heating: Central Duct,Cooling: Cooling (Central)",7700.0,Square Feet,232.87,Pending,10993128,"Glencoe,Illinois,North Shore",2.0,5.0,2.0,2.0,"Detached Garage,Attached Garage",825493.9891451831,Single Family Dwelling,IL,Public,1928.0,"attached garage, detached garage",1
Spring Hill,"Williamson County, TN","Brick; Vinyl Siding,Vinyl,Brick, Vinyl Siding,Brick,BRICK VENEER,RAISED (UNSPECIFIED)",1387.0,"Cooling-Central Air, Electric, Ceiling Fan(s),Ceiling Fan(s),CENTRAL,Electric,Central,Central Air,Natural Gas,HVACCooling,Heating-Gas Heat Central",0.32,Acres,294.88,Pending,2924967,"Augusta Place,Spring Hill, TN",2.0,3.0,1.0,2.0,"Driveway,Attached Garage",409000.0,Single Family Dwelling,TN,Public,1999.0,"attached garage, driveway",0
Brentwood,Suffolk County,"Frame, Vinyl Siding,Frame,Vinyl,Frame,Vinyl Siding,Vinyl Siding",1506.0,"Has Cooling,Heating-Gas Heat Forced Air,Cooling-Window/Wall Unit,Forced Air,Hot Air,Wall/Window Unit(s),Natural Gas",10890.0,Square Feet,59.69,For Sale,888491,Islip,3.0,4.0,1.0,7.0,Driveway,230000.0,Single Family Dwelling,NY,Public,1958.0,driveway,1
Saint George,Washington,Brick,45302.0,"Contact Manager,NONE,None",45302.0,Square Feet,6.62,Pending,25-262289,CROWN POINT,2.466245487364621,3.892095357590966,1.6356687898089173,20.317147192716238,Attached Garage,299900.0,Land,UT,Public,1982.7783075089392,attached garage,1
Danville,Contra Costa,Brick,1564.0,"Forced Air,Central Air,None",5280.0,Square Feet,232.87,Off Market,11017537,"Danville,California",2.0,2.0,1.0,2.0,Attached Garage,328000.0,Townhouse,CA,Public,1973.0,attached garage,1
Big Bear City,San Bernardino,Wood Siding,1481.0,"Heating only,Radiant,Heating-Wood Radiant, Stove,No Cooling,Fireplace(s),Wood Stove,Cooling-Ceiling Fan(s),Has Heating,None,Natural Gas",8820.0,Square Feet,388,For Sale,TR25137285,"BBC - Big Bear City,California",2.0,2.0,2.0,3.0,"Driveway,RV Parking,Street,Attached Garage",232000.0,Single Family Dwelling,CA,Public,1952.0,"attached garage, driveway, rv parking, street",1
Glencoe,Cook,Stucco,2666.0,"None,HVACCooling",10500.0,Square Feet,101.31,Off Market,10542739,"Glencoe,Illinois",2.0,5.0,2.0,1.0,"Detached Garage,Attached Garage",726500.0,Single Family Dwelling,IL,Public,1925.0,"attached garage, detached garage",1
Glencoe,Will,Brick,1568.0,"Heating: Central Duct,Cooling: Cooling (Central)",7000.0,Square Feet,382,Sold,10430296,"Glencoe,Illinois,North Shore",1.5,3.0,1.0,2.0,"Driveway,Detached Garage,Attached Garage",1398000.0,Single Family Dwelling,IL,Public,1924.0,"attached garage, detached garage, driveway",1
Rainier,columbia,Brick,2112.0,Air Conditioner,34849.0,Square Feet,232.87,Off Market,225031250,"Oregon,Rainier,Columbia County",3.0,4.0,1.0,20.317147192716238,"Carport,Attached Garage",2500.0,Single Family Dwelling,OR,Public,1970.0,"attached garage, carport",1
AUSTIN,Travis County,Brick,2437.0,"Central,Central Air",13795.0,Square Feet,232.87,Off Market,5047636,Texas,3.0,4.0,2.0,20.317147192716238,Attached Garage,825493.9891451831,Single Family Dwelling,TX,Septic,1977.0,attached garage,1
Hollister,San Benito,"Wood,WOOD",2265.0,"Air Conditioning,Heating,HVACHeating,Heating-Forced Air,Forced Air,None",22.16,Acres,1412.8,For Sale,ML82004788,Illinois,2.0,4.0,1.0,6.0,"RV Parking,Street,Attached Garage",1050000.0,Single Family Dwelling,CA,Septic,1945.0,"attached garage, rv parking, street",0
Hollister,San Benito,"Wood,WOOD",2265.0,"Air Conditioning,Heating,HVACHeating,Heating-Forced Air,Forced Air,None",22.16,Acres,1412.8,For Sale,ML82004788,Illinois,2.0,4.0,1.0,6.0,"RV Parking,Street,Attached Garage",1050000.0,Single Family Dwelling,CA,Public,1945.0,"attached garage, rv parking, street",0
Greenwood Twp,St. Louis-MN,Frame,624.0,"Baseboard,None",34848.0,Square Feet,839.74,For Sale,6550415,Tower,1.0,2.0,1.0,1.0,Detached Garage,524000.0,Single Family Dwelling,MN,Private,2024.0,detached garage,1
Tuscaloosa,Tuscaloosa,"Vinyl,Foundation",2894.0,"Forced Air,HVACCooling",4.12,Acres,115.76,For Sale,169951,Illinois,3.0,3.0,1.0,3.0,Attached Garage,335000.0,Single Family Dwelling,AL,Septic,2012.0,attached garage,0
Munster,Lake,Vinyl Siding,1954.0,"Heating only,Heating-Gas Heat Forced Air,Warm Air,Ceiling Fan(s),Gas,Forced Air,Central,Cooling-Ceiling Fan(s),Has Heating,Central Air,Natural Gas",12640.0,Square Feet,126.25,For Sale,820408,White Oak Manor Add 01,3.0,4.0,1.0,3.0,"Driveway,Attached Garage",444900.0,Single Family Dwelling,IN,Public,1956.0,"attached garage, driveway",1
Schoolcraft,Kalamazoo,"Brick; Vinyl Siding,Vinyl,Brick, Vinyl Siding,Brick,Vinyl Siding",3744.0,"Cooling: Yes,Heating-Gas Heat Forced Air,Cooling-Ceiling Fan(s),Central Air,Has Cooling,Cooling-Central Air,Cooling: Central Air,Heating-Forced Air,Ceiling Fan(s),Forced Air,Heating: Forced Air,Heating and Cooling,Heating: Yes,Has Heating,None,Natural Gas",0.41,Acres,731.71,Sold,25011015,"Greater Kalamazoo - K,Schoolcraft,Michigan",4.0,4.0,2.0,3.0,Attached Garage,30000.0,Land,MI,Septic,1996.0,attached garage,0
Iron River,Iron,Brick,864.0,"Cooling-Central Air,Heating-Forced Air,Central A/C,Forced Air,Central Air,Natural Gas",0.17,Acres,144.68,Pending,50182299,Illinois,1.5,3.0,1.0,2.0,Detached Garage,125000.0,Single Family Dwelling,MI,Public,1930.0,detached garage,0
Maryville,"Blount County, TN","Frame,Footing,Fiber Cement, Brick,Brick,Fiber Cement,Brick,Fiber Cement,Siding,Other",1128.0,"Yes,Electric,Cooling Y N: Yes,True,Heating-Central,Central,Central Air,Central Cooling,Heating-Electric Heating, Other Other, Central,HVACCooling,Central, Forced Air, Natural Gas, Electric,Heating: Central, Forced Air, Natural Gas, Electric,Cooling-Central Air,Central,Forced Air,Natural Gas,Electric,HVACHeating,Forced Air,Heating Yn: Yes,Natural Gas,Cooling: Central Cooling",0.14,Acres,250.26,Off Market,2827588,"Cherokee Addn,Maryville",2.0,3.0,1.0,4.0,"Street,Attached Garage",299900.0,Single Family Dwelling,TN,Public,1917.0,"attached garage, street",0
Seviervilletn,"Sevier County, TN","Frame,Wood,Brick,Cedar,Stone,Wood Siding,Log,Cedar Siding,,Fiber Cement,Frame,Stone, Wood Siding, Frame, Log,Block,Shingle Siding,Stone,Wood Siding,Frame,Log,Stone,Wood Siding,Stone,Fiber Cement,Shake Siding,Wood Siding,Brick and Wood,,Patio And Porch Features: Covered, Deck; Patio Description: Covered, Deck,Fiber Cement,Frame,Log,Shingle,Stone,,Other",3950.0,"Heating:Central: Yes,Electric,Heating: Central,Cooling Y N: Yes,Central,Central Air,Central Cooling,Split System,Has Cooling,HeatingYN: Yes,Cooling-Central Air,Central Furnace,Cooling: Central Air, CentralCooling,Central A/C,Heating-Electric Heating Central,Heating and Cooling,Has Heating,Fireplace",0.97,Acres,208.86,For Sale,2827522,"Sevierville,Sevier County - 27,Tg Cabins,T  G Cabins,TG Cabins",5.0,6.0,1.0,3.0,"Driveway,Carport,Street,Attached Garage",825493.9891451831,Single Family Dwelling,TN,Private,2001.0,"attached garage, carport, driveway, street",0
Seviervilletn,"Sevier County, TN","Frame,Wood,Brick,Cedar,Stone,Wood Siding,Log,Cedar Siding,,Fiber Cement,Frame,Stone, Wood Siding, Frame, Log,Block,Shingle Siding,Stone,Wood Siding,Frame,Log,Stone,Wood Siding,Stone,Fiber Cement,Shake Siding,Wood Siding,Brick and Wood,,Patio And Porch Features: Covered, Deck; Patio Description: Covered, Deck,Fiber Cement,Frame,Log,Shingle,Stone,,Other",3950.0,"Heating:Central: Yes,Electric,Heating: Central,Cooling Y N: Yes,Central,Central Air,Central Cooling,Split System,Has Cooling,HeatingYN: Yes,Cooling-Central Air,Central Furnace,Cooling: Central Air, CentralCooling,Central A/C,Heating-Electric Heating Central,Heating and Cooling,Has Heating,Fireplace",0.97,Acres,208.86,For Sale,2827522,"Sevierville,Sevier County - 27,Tg Cabins,T  G Cabins,TG Cabins",5.0,6.0,1.0,3.0,"Driveway,Carport,Street,Attached Garage",825493.9891451831,Single Family Dwelling,TN,Public,2001.0,"attached garage, carport, driveway, street",0
Carthage,Leake,"Asbestos,Wood,Brick,Asbestos, Brick, Wood Siding",2092.0,"Attic Fan,Heating-Gas Heat None, Central,Electric,Central,Cooling-Central Air, Electric, Attic Fan,Central Air,Natural Gas",0.98,Acres,130.98,For Sale,4111776,"Carthage,Ellis Addition",2.0,3.0,1.0,2.0,Attached Garage,274000.0,Single Family Dwelling,MS,Public,1951.0,attached garage,0
Chicago,Cook,"Limestone,Stone; Limestone,Stone,Stone, Limestone",1256.0,"Indv Controls,Zoned,Has Cooling,Heat Pump,Central Air, Zoned,Contact Manager,Heating-Heat Pump, Zone,Heating and Cooling,Cooling-Central Air, A/C - Zone,Has Heating,Central Air",43067.04824884569,Square Feet,423.02,Pending,12367353,"Near North Side,Streeterville,Chicago,Downtown Chicago",1.0,1.0,19.0,1.0,Attached Garage,825493.9891451831,Condo,IL,Public,1927.0,attached garage,1
WINNETKA,Lee County,Brick,1689.0,"Heating: Central Duct,Cooling: Cooling (Central)",9506.0,Square Feet,232.87,Pending,11432935,Illinois,3.0,4.0,2.0,2.0,Attached Garage,825493.9891451831,Single Family Dwelling,IL,Public,1923.0,attached garage,1
Henrico,Henrico,"AluminumSiding, Brick, Frame, Mixed",1440.0,"Heating: Central Duct,Cooling: Cooling (Central)",43067.04824884569,Square Feet,232.87,For Sale,2518480,Illinois,2.0,3.0,2.0,20.317147192716238,Attached Garage,825493.9891451831,Single Family Dwelling,VA,Public,2009.0,attached garage,1
Austin,Travis County,Masonry,1992.0,"Central,Central Air",4792.0,Square Feet,232.87,Rental,ABORTX-4735693,Illinois,2.5,3.0,2.0,4.0,Attached Garage,3850.0,Condo,TX,Public,2008.0,attached garage,1
Winnetka,cook,"BRICK/STONE (BRICK AND/OR STONE),FRAME",3690.0,"CENTRAL,NONE",8533.0,Square Feet,356.37,Pending,08679183,Illinois,3.5,5.0,2.0,2.0,Attached Garage,1315000.0,Single Family Dwelling,IL,Public,1939.0,attached garage,1
Palm Harbor,Pinellas County,Cb Stucco/Cb Reclad,2446.0,"Heating: Central Duct,Cooling: Cooling (Central)",131730.3,Square Feet,232.87,Sold,U8102658,Florida,2.0,3.892095357590966,1.0,4.0,Attached Garage,825493.9891451831,Single Family Dwelling,FL,Public,1967.0,attached garage,1
Glen Allen,Henrico,"Frame, Vinyl Siding,Frame,Vinyl,Frame, VinylSiding",1088.0,"Heat Pump,Electric,Heating-Electric Heating Heat Pump,Central Air,Cooling-Central Air, Electric, Heat Pump",24367.0,Square Feet,324.45,For Sale,2518621,Robins Nest,2.0,3.0,1.0,20.317147192716238,Street,291000.0,Single Family Dwelling,VA,Public,1992.0,street,1
Lehigh Acres,Lee County,"Stucco,Block, Stucco,Concrete",1810.0,"Electric,Heating-Electric Heating Central,Central,Central Air,Cooling-Central Air, Electric",0.25,Acres,181.76,For Sale,225051098,"Lehigh Acres,Cape Coral,Florida",2.0,4.0,1.0,2.0,Attached Garage,200000.0,Single Family Dwelling,FL,Septic,2025.0,attached garage,0
Lehigh,Lee County,Brick,2572.0,"Heating: Central Duct,Cooling: Cooling (Central)",0.25,Acres,136.08,Off Market,225031250,Illinois,2.0,3.0,1.6356687898089173,20.317147192716238,Attached Garage,350000.0,Single Family Dwelling,FL,Public,1982.7783075089392,attached garage,0
Lehigh Acres,Lee County,"Stucco,Block, Stucco,Block,Concrete,Block, Concrete, Stucco,Other",1057.0,"Has Cooling,Cooling-Central Air,Yes,Electric,Heating-Central,Heating-Electric Heating Central,Central,Has Heating,Central Air,Cooling-Central Air, Electric",0.5,Acres,311.16,For Sale,A11845205,"Lehigh Acres,LEHIGH ACRES,Florida,Joel",3.0,3.0,1.0,1.0,"Driveway,Carport,Attached Garage",22500.0,Single Family Dwelling,FL,Septic,2025.0,"attached garage, carport, driveway",0
Lehigh Acres,Lee County,"Stucco,Block,Concrete,Stucco,Block, Stucco,Concrete",1540.0,"Cooling: Central Air, Electric,Electric,Heating-Electric Heating Central,Cooling Y N: Yes,Central,Heating: Central, Electric,Heating Yn: Yes,Central Air,Cooling-Central Air, Electric",0.25,Acres,164.52,For Sale,225008845,"Lehigh Acres,LEHIGH ACRES,Joel",2.0,3.0,1.0,2.0,Attached Garage,336600.0,Single Family Dwelling,FL,Septic,2025.0,attached garage,0
Bonita Springs,Lee County,"Stucco,Concrete Block,Block; Stucco,Block, Stucco,Concrete Block, Stucco",1763.0,"Has Cooling,Central Electric,Ceiling Fans,Yes,Cooling-Central Air, Ceiling Fan(s),Ceiling Fan(s),Electric,Heating-Electric Heating Central,Central,Has Heating,Central Air",0.13,Acres,280.77,Rental,225062735,"MARBELLA AT SPANISH WELLS,Spanish Wells,Bonita Springs,Marbella at Spanish Wells",2.0,3.0,2.0,2.0,"Carport,Street,Attached Garage",485000.0,Single Family Dwelling,FL,Public,2006.0,"attached garage, carport, street",0
